uID,AdID,BoxID,AE,RE,AA,PI,AccX kurtosis,AccX mean,AccX num_of_peaks,AccX slope,AccX spec_phs_F1oF23,AccX spec_phs_F2oF13,AccX spec_phs_F3oF12,AccX spec_pow_F1oF23,AccX spec_pow_F2oF13,AccX spec_pow_F3oF12,AccX std,AccX total_var,EDA kurtosis,EDA mean,EDA num_of_peaks,EDA slope,EDA spec_phs_F1oF23,EDA spec_phs_F2oF13,EDA spec_phs_F3oF12,EDA spec_pow_F1oF23,EDA spec_pow_F2oF13,EDA spec_pow_F3oF12,EDA std,EDA total_var,HR kurtosis,HR mean,HR num_of_peaks,HR slope,HR spec_phs_F1oF23,HR spec_phs_F2oF13,HR spec_phs_F3oF12,HR spec_pow_F1oF23,HR spec_pow_F2oF13,HR spec_pow_F3oF12,HR std,HR total_var,SC kurtosis,SC mean,SC num_of_peaks,SC slope,SC spec_phs_F1oF23,SC spec_phs_F2oF13,SC spec_phs_F3oF12,SC spec_pow_F1oF23,SC spec_pow_F2oF13,SC spec_pow_F3oF12,SC std,SC total_var,Temp kurtosis,Temp mean,Temp num_of_peaks,Temp slope,Temp spec_phs_F1oF23,Temp spec_phs_F2oF13,Temp spec_phs_F3oF12,Temp spec_pow_F1oF23,Temp spec_pow_F2oF13,Temp spec_pow_F3oF12,Temp std,Temp total_var,diameter kurtosis,diameter mean,diameter num_of_peaks,diameter slope,diameter spec_phs_F1oF23,diameter spec_phs_F2oF13,diameter spec_phs_F3oF12,diameter spec_pow_F1oF23,diameter spec_pow_F2oF13,diameter spec_pow_F3oF12,diameter std,diameter total_var
33,3,2,3.187,4.454,1.729,1.597,-1.450909415,-38.58080897,260,-1.69E-30,-54.58371367,-0.004653923,-0.013793774,1,1,1.73E-33,13.84058532,0,-1.171607369,0.199143367,0,-0.000200915,-1,0,-1,1,0.999999534,1.17E-07,0.025652305,0.006318412,-0.7677179,74.09034759,0,-0.026462056,-61.65392701,-0.008597621,-0.0077542,1.001061457,0.997375832,0.000391834,3.250921404,1.038516755,-1.1598988,3.421163385,0,1.28E-13,-431.9052281,0,-0.002315323,1,1,6.14E-26,0.472734567,1.39E-11,-1.061631618,31.39282893,0,0.001913061,-159.4164069,-0.002480266,-0.003811462,1.000006956,0.999976711,4.08E-06,0.776913507,0.068016888,-1.461919915,4.167609449,4,-0.018157342,-5.381890407,-0.066930715,-0.135307313,1.000000479,0.999997944,3.94E-07,0.787051158,4.476359443
34,3,1,3.577,4.159,2.003,1.882,-0.787852656,-33.29681247,6,0.007335119,-157.3617464,-0.00263475,-0.003739679,1.000364621,0.998900403,0.000183946,8.570397249,0.767217577,-1.183373912,3.232689996,2,0.016400385,-1.002545464,0,-0.997460999,1.000000003,0.995679009,0.001083759,1.203071173,1.780620715,-0.957976676,78.30076693,2,0.071573314,-177.367649,-0.003073825,-0.002579998,1.037937256,0.915799366,0.012830094,4.503326815,2.734218396,-1.073181665,5.541710879,2,0.008568062,-463.5279034,0,-0.002157367,1.000517083,0.997766651,0.000429909,0.566297891,1.351010869,-1.047144651,31.46477253,0,0.001607815,-155.4836934,-0.002590125,-0.003861356,1.000001371,0.999995376,8.13E-07,0.092902985,0.053525286,-1.393582838,4.355440119,4,-0.016399807,-2.614181273,-0.160050864,-0.300190753,1.000000115,0.999999488,9.93E-08,0.750757073,3.023258534
35,3,2,3.804,4.246,1.931,1.833,-1.445646509,-53.28725788,8,0.000362326,-257.426692,-0.002465192,-0.001426428,1.000001873,0.999997369,1.90E-07,10.76387854,0.832977151,-1.36475629,3.59977612,1,-0.014648119,-1,0,-1,1.000000001,0.999374519,0.000156443,2.427459704,0.565833074,-1.136750592,58.93558944,1,0.095001703,-477.8605994,0.000239505,-0.00233105,1.012070651,0.971716366,0.004190264,5.987617463,3.082403555,-1.096619044,6.835578325,2,-0.000882955,1397.926499,0,0.000715345,1.007852778,0.983400113,0.002234169,1.426815065,0.957218764,-0.89843525,32.65138425,0,0.002531847,-156.659934,-0.00255279,-0.003850057,1.000014841,0.999950185,8.74E-06,0.888468482,0.088696478,-1.36859235,4.017708446,5,-0.004242613,-2.195583835,-0.247724831,-0.336478699,1.000003093,0.999986664,2.56E-06,0.834809683,5.563216295
36,3,4,3.579,4.253,2.096,2.204,-0.255213469,-41.54854131,27,-3.96E-08,306.3388105,0.001026632,0.002233134,1,1,2.09E-14,2.932415907,5.11E-05,-0.905137705,1.598372926,0,-0.003498319,-1,0,-1,1.000000001,0.999847272,3.82E-05,0.454580863,0.157244303,-1.139209949,84.72276896,0,-3.15E-30,-110.5766635,3.96E-05,-0.009082387,1,1,2.50E-34,3.577946813,0,-1.291216208,7.244490308,0,-0.04351754,-397.3936954,0,-0.002516396,1.007123957,0.975145519,0.004537639,1.405739546,2.824176213,-1.201046631,33.27945748,0,0.006131959,-147.1065321,-0.002841903,-0.003978428,1.000013097,0.999955816,7.77E-06,0.58365091,0.207114758,-1.317766099,4.311065756,6,-0.028678479,-2.22566136,-0.251493635,-0.324275043,1.000007017,0.999970086,5.72E-06,0.826461757,3.866327107
37,3,2,2.572,4.772,2.502,1.882,-1.31446755,-36.96575525,6,-0.000946462,-33.46018616,-0.020214375,-0.010073046,1.001000689,0.998449011,0.00013802,7.322827952,1.058752169,-1.039850843,0.96555117,47,-1.50E-32,-1,0,-1,1,1,1.37E-32,0.519344192,0,-1.241403445,63.3799666,11,-0.004682554,-173.2941553,-0.015176078,0.009699081,1.000001619,0.999985484,3.22E-06,7.222223272,0.746730184,-0.993958058,1.634297432,47,-3.53E-15,2950.85052,0,0.000338885,1,1,4.08E-29,0.259923816,7.70E-13,-1.02500789,32.40162375,0,2.44E-09,-190.7356363,-0.001765035,-0.003490112,1,1,6.70E-18,0.579668207,1.06E-07,-1.435618945,3.700383999,6,0.006072684,-5.089205569,-0.07889519,-0.137107936,1.000000436,0.999998146,3.54E-07,0.663702509,3.575959674
38,3,3,2.753,4.611,1.832,1.007,-1.269252882,-31.05601617,84,4.65E-18,67.55900727,0.004941916,0.009762752,1,1,7.42E-34,7.37089239,5.60E-12,-0.924705526,0.443887109,2,0.000114233,-1.002539663,0,-0.997466771,1,0.999999809,4.77E-08,0.27154118,0.005567449,-1.007251814,70.23074845,12,-0.042920318,-66.22800065,-0.007415547,-0.007798595,1.018161123,0.953050995,0.007576956,2.208759897,1.087827618,-1.241689396,12.5154699,3,-4.83E-07,2469.289387,0,0.000404975,1,1,2.68E-12,1.248842773,0.000160228,-1.052504904,33.24436013,0,-0.000719396,-51.47062043,-0.008041501,-0.011571353,1.000000256,0.999999143,1.50E-07,0.358543022,0.024537623,-1.466117961,3.780242446,4,-0.002424893,-2.221108763,-0.245294214,-0.330614834,1.000000075,0.999999687,5.97E-08,0.810287814,1.955371026
39,3,4,3.845,4.536,2.109,1.833,-0.927235834,-41.03202154,10,-0.013745294,-49.02793896,-0.006792928,-0.013789031,1.00015861,0.999703441,3.45E-05,5.919975523,3.566637078,-1.068263872,0.192452995,3,6.54E-05,-1.002534984,0,-0.997471426,1,0.999999947,1.33E-08,0.019060481,0.003548012,-1.057636318,75.76803773,7,-0.016076155,-37.54395672,-0.018018176,-0.008934965,1.00175019,0.995309218,0.000738833,4.096339489,0.88285028,-1.178047087,1.260526167,0,-0.002003731,-279.679005,0,-0.003575528,1.000010644,0.999956146,8.30E-06,0.25136501,0.070663991,-0.585528282,32.34468173,1,5.56E-05,-112.0210816,-0.00430221,-0.004664638,1.000000007,0.999999976,4.21E-09,0.521852881,0.011112217,-0.734125536,4.170367741,5,0.011163397,-5.276530153,-0.07108323,-0.135928565,1.000000868,0.999996312,7.05E-07,0.380041729,3.362122868
46,3,1,3.064,4.614,1.729,1.736,-1.814247678,-45.6852954,7,-0.000216701,374.0882283,0.004864426,-0.002170119,1.00000003,0.999999941,7.35E-09,17.00698058,0.110177114,-1.207989784,0.136277029,3,4.18E-07,-1.002508187,0,-0.997498088,1,1,6.04E-12,0.015466718,0.000130543,-0.900018826,71.06952641,1,0.090723796,-184.5599634,-0.002745695,-0.002687315,1.059760814,0.880898055,0.017453591,4.1753105,4.052267332,-1.185705863,0.743151092,0,-0.00216743,-262.1239779,0,-0.003814989,1.000011692,0.999951383,9.23E-06,0.164238369,0.075540792,-1.065849971,31.87991293,0,0.005571389,-155.3519457,-0.002595073,-0.003861903,1.000015993,0.999946289,9.43E-06,0.735626965,0.194477093,-1.48591719,4.144501563,4,0.013903063,-6.481557204,-0.040027777,-0.123370756,1.000000024,0.999999892,2.09E-08,0.703569507,2.917190572
47,3,1,4.022,4.16,1.83,2.003,-1.328649473,-42.74017132,9,-0.000426635,-193.5019026,-0.016019554,0.011209873,1.000000232,0.999999417,8.79E-08,11.57176576,0.430971465,-1.164483987,3.068361871,0,-0.011980038,-1,0,-1,1.000000008,0.997067273,0.000734796,1.270110615,0.421520531,-0.797173971,66.60313497,13,0.002125312,-623.2835729,0.000440361,-0.002042969,1.000347346,0.999077037,0.000144047,4.626217238,0.763947387,-1.159536662,4.225824549,0,-0.008320638,-279.5856205,0,-0.003576722,1.000859541,0.996523223,0.000656345,1.317316203,0.295086829,-1.009993454,33.80057256,0,0.00413431,-157.2930199,-0.00254123,-0.003835764,1.00001175,0.999960527,6.93E-06,1.044256477,0.143586327,-1.468901019,3.857667143,4,0.019792537,-6.172076363,-0.047472307,-0.125497802,1.000000109,0.999999516,9.37E-08,0.751306678,4.11021424
48,3,2,3.663,4.461,1.727,1.736,-1.364007814,-41.9651727,3,-0.064803292,-54.23446949,-0.006541738,-0.012052961,1.000577442,0.997523084,0.000475904,3.537026687,2.95129221,-0.774701719,1.562575749,2,2.39E-07,-1.00251234,0,-0.997493956,1,1,2.94E-13,0.748824299,2.70E-05,-1.143358249,67.49410852,4,0.005211191,-537.0760677,0.000680256,-0.002538739,1.000113139,0.999698543,4.71E-05,10.27837997,0.774057232,-1.106037335,6.186848644,0,-0.006238542,-492.8720219,0,-0.002028924,1.000076318,0.999175376,0.000187197,0.347082638,0.345558607,-0.961676293,29.92263306,0,4.73E-06,-149.9349077,-0.00257591,-0.004114779,1,1,1.14E-11,0.580529273,0.000152731,-1.485401146,4.562001129,5,0.017483353,-5.246952757,-0.072271347,-0.136115058,1.000002151,0.999990861,1.75E-06,0.764350485,2.1006124
49,3,4,3.324,4.486,1.997,1.736,-1.296950631,-15.68420627,0,0,-109.3385138,4.03E-05,-0.009185518,1,1,1.58E-33,13.18889319,0,-1.021445681,0.290284365,0,-0.000949854,-1,0,-1,1,0.999989124,2.72E-06,0.121008311,0.033283125,-1.141884662,77.89286132,20,-0.024252359,-35.11042178,-0.019447341,-0.00939442,1.003326858,0.991365184,0.001339523,7.026881239,1.778447509,-1.233028253,3.928266812,0,-0.02199321,-283.5058728,0,-0.003527264,1.001334937,0.991905539,0.001701216,1.596530459,0.680355456,-0.686208844,31.97256974,0,0.000305497,-173.1690026,-0.002102415,-0.003687753,1.000000053,0.999999822,3.12E-08,0.518971173,0.011420018,-1.525399646,4.571168285,4,-0.002851961,-2.278828973,-0.231473569,-0.324677486,1.000001467,0.999993776,1.19E-06,1.006233924,3.29864728
50,3,3,3.177,3.996,2.421,2.003,-1.359990606,-36.62634483,6,-0.002669536,-41.98601368,-0.012967672,-0.011135138,1.000000809,0.999996584,6.52E-07,14.15734584,0.619198138,-1.256710488,0.5666022,1,-0.004333558,-1,0,-1,1,0.999788482,5.29E-05,0.236045134,0.148533553,-1.010114639,68.6142452,10,-0.008969675,-141.9286436,0.002083234,-0.009091283,1.000091114,0.99981913,2.24E-05,4.503323603,1.05785143,-1.03781389,5.236322223,2,-0.019435112,-368.8726952,0,-0.002710962,1.001074713,0.995551573,0.000846768,1.042782779,0.886993284,-0.968951289,31.81342078,0,-0.001331417,-52.9584541,-0.007639241,-0.011416262,1.000001024,0.999996575,6.00E-07,0.392026318,0.047865812,-1.004240762,3.727296434,5,0.012455348,-2.366791395,-0.210916039,-0.317102349,1.000000208,0.999999113,1.70E-07,0.528712877,2.378490451
51,3,4,4.003,4.536,1.943,2.003,-1.351738812,-22.67585854,6,-0.000759878,-58.52928228,-0.002995201,-0.014174449,1.000004279,0.99999376,4.90E-07,5.258572686,1.306233129,-1.289560656,0.561045958,2,-7.60E-05,-1,0,-1,1,0.999999909,2.28E-08,0.054855313,0.007064743,-1.264518154,76.6881977,3,-0.020027704,-33.35246585,-0.020140135,-0.010249312,1.003238628,0.989376164,0.001865267,5.234215231,2.50570263,-0.953325369,1.396171935,0,-0.002285915,-274.3996884,0,-0.003644319,1.000016031,0.999934953,1.23E-05,0.548575223,0.080051735,-1.168318948,30.88491917,0,0.000375759,-161.5003701,-0.002418845,-0.003791376,1.000000039,0.999999866,2.37E-08,1.261431125,0.012103634,-1.501714864,4.470857271,4,0.007555214,-5.135164039,-0.077873279,-0.135978588,1.000002502,0.999989368,2.03E-06,0.973365372,2.922002323
52,3,1,3.364,3.983,1.809,1.833,-1.014641321,-30.90053227,0,-5.96E-31,-95.45743607,-0.009605144,-0.000887693,1,1,2.77E-34,3.960334009,4.98E-12,-0.733728985,0.402591413,0,-0.000884716,-1,0,-1,1,0.999990312,2.42E-06,0.218953813,0.030363106,-1.335787398,71.65384222,0,0.098880578,-195.2795963,-0.002591346,-0.002542661,1.096343931,0.782540382,0.039520567,4.667770916,3.417882905,-1.24212147,2.679817014,21,-3.69E-12,-1908.116734,0,-0.000524077,1,1,7.65E-23,0.874085926,4.02E-10,-1.162136926,32.31965828,0,0.000338697,-148.6563783,-0.002826114,-0.003922907,1.000000085,0.999999723,4.80E-08,0.346597835,0.012692672,-1.545966524,4.586175095,5,-0.001494416,-4.998713485,-0.082023019,-0.138472088,1.000000683,0.999997086,5.58E-07,0.901967224,3.646640206
53,3,4,4.096,1.162,1.888,2.003,-1.669434277,-47.78768323,6,-9.51E-06,85.25113755,0.007142843,0.004522224,1.000000004,0.999999995,1.47E-10,14.55733934,0.01986095,-1.312531576,0.115314859,1,8.12E-05,-1.002540771,0,-0.997465669,1,0.999999918,2.06E-08,0.031255949,0.003829953,-1.300849308,70.4155357,0,6.48E-31,7293.866667,0.004871777,-0.004688985,1,1,2.40E-34,4.339998703,0,-1.070067728,1.336163721,0,-0.006798181,-278.6463443,0,-0.003588778,1.000136855,0.999432202,0.00010779,0.51131639,0.237893609,-1.072116051,30.68301582,0,0.007142229,-155.5760109,-0.002589463,-0.00385818,1.000019113,0.99993587,1.13E-05,0.883710117,0.252191943,-1.377797847,3.954592134,6,0.003931931,-2.224451611,-0.224700986,-0.345064194,1.000000006,0.999999971,5.65E-09,0.627118201,2.281468086
54,3,3,3.797,4.461,5,2.463,-1.156550434,-29.23158694,169,1.22E-10,122.6501411,0.002971927,0.005150606,1,1,2.50E-19,8.737254065,1.52E-06,-1.072261316,0.765988856,0,-0.000704262,-1,0,-1,1,0.99999292,1.77E-06,0.298897581,0.026444308,-1.114537367,89.9208112,7,-0.325951268,-69.53492805,-0.00691798,-0.007567228,1.063443461,0.858380237,0.02325847,3.501104639,10.01506864,-1.322733249,1.658838191,0,-0.004064121,-301.0616416,0,-0.003321579,1.000044975,0.999820876,3.35E-05,0.314291359,0.142660704,-0.838982401,32.66162761,0,-0.000604611,-54.36767226,-0.007245652,-0.011310021,1.000000196,0.999999344,1.15E-07,0.436109105,0.021778874,,,,,,,,,,,,
55,3,2,2.892,4.786,1.848,1.736,-1.510434433,-33.12797972,7,0.000217684,-270.6648811,0.000421093,-0.004112242,1.000000013,0.99999997,4.19E-09,22.47433703,0.20268112,-0.984411914,1.065231059,2,-8.21E-11,-1,0,-1,1,1,5.29E-20,0.623993889,1.09E-08,-0.955023259,70.46286673,0,0.037776957,-183.9719594,-0.002869654,-0.002580729,1.000857633,0.997817383,0.000332044,2.519728991,1.318212615,-0.621487698,0.851983268,1,-0.002450322,-246.1276566,0,-0.004062932,1.000009292,0.999940903,1.25E-05,0.208537571,0.087580222,-1.105366651,31.68910375,0,4.63E-07,-373.9457074,-0.000144909,-0.002530008,1.000000004,0.999999987,2.37E-09,0.613813909,0.004236864,-1.594160259,4.200674949,4,0.003411562,-5.113861821,-0.080950651,-0.134198944,1.000000883,0.999996241,7.19E-07,0.847162871,2.025242605
56,3,2,3.381,4.159,1.856,1.882,-0.679391024,-23.76093327,262,-1.15E-31,-72.3651559,-0.004675872,-0.009228641,1,1,9.86E-34,4.745842369,0,-1.045002189,0.769991721,0,-0.00512868,-1,0,-1,1.000000001,0.999730554,6.74E-05,0.260507595,0.177952137,-1.069797767,74.31789717,10,0.031984517,-178.4661665,-0.002963401,-0.002655597,1.000123964,0.999659078,5.43E-05,3.343745463,1.161182247,-1.187603898,3.541188376,1,-0.011611625,-314.5160371,0,-0.003179488,1.000374215,0.997166863,0.000616132,0.626889688,0.481900996,0.439604022,32.64043292,0,0.005786992,-157.588577,-0.002540111,-0.003824896,1.000029275,0.999901275,1.74E-05,0.258688418,0.198043787,-1.779168628,4.72515522,3,-0.002001185,-2.242041442,-0.24166062,-0.327258618,1.000000277,0.999998823,2.25E-07,1.19429754,3.696752789
57,3,1,2.425,4.632,1.861,1.833,-1.435076572,-32.39797885,5,-0.056351343,-37.63797851,-0.015091564,-0.011829657,1.000673958,0.997911983,0.000354242,8.855450004,2.977368615,-1.284931661,1.261538081,0,-0.005772344,-1,0,-1,1.000000001,0.999586361,0.000103442,0.335473181,0.186961171,-1.145538492,86.39049957,4,-0.016554016,-51.53849833,-0.01274232,-0.006833101,1.06733995,0.775156879,0.049366256,4.914465318,1.377836912,-1.0167577,2.572642126,2,0.00020161,-3114.918865,0,-0.000321036,1.000001988,0.999997702,7.75E-08,0.605826985,0.030592884,-1.004200577,32.70286527,0,0.003192594,-157.1487709,-0.002546093,-0.003836779,1.000006583,0.999977902,3.88E-06,0.872073609,0.111177521,-1.524031178,5.345756805,5,0.008058605,-5.329141529,-0.071972823,-0.133026678,1.000000325,0.999998611,2.66E-07,0.940217529,3.544243416
58,3,3,2.743,4.606,2.003,1.649,-1.493122114,-28.75532511,10,-0.011188838,-39.88943225,-0.016298411,-0.009062594,1.000019362,0.999977092,8.87E-07,22.69592776,3.689163111,-0.980450584,0.814715376,1,-0.000283982,-1,0,-1,1,0.999998723,3.19E-07,0.471652985,0.010266712,-0.852033994,96.60176941,5,0.050991093,-473.5789029,6.36E-05,-0.002174949,1.010248052,0.976151281,0.00349737,12.40727021,2.096858281,-0.736721348,3.842397411,3,-4.63E-08,-20386.52748,0,-4.91E-05,1,1,9.54E-15,0.46655255,1.13E-05,-0.341649077,32.07393225,0,0.000460029,-136.7333228,-0.003222079,-0.004117866,1.000000122,0.999999584,7.35E-08,0.621289588,0.018545332,,,,,,,,,,,,
60,3,2,1,4.492,1.613,1.37,-1.435971709,-39.62292481,7,0.255464615,1155.339753,0.003577664,-0.002692841,1.042947874,0.720140147,0.076237118,12.75066469,77.37890838,-0.636767563,0.485587873,1,-0.002107528,-1,0,-1,1,0.99992186,1.95E-05,0.214056352,0.143326296,-1.180053494,84.99420085,3,0.032799752,-272.4593377,-0.001232671,-0.002443615,1.004531582,0.990558237,0.001242845,4.006073588,2.568976838,,,,,,,,,,,,,,,,,,,,,,,,,-1.515180864,4.859712,3,0.023144976,-5.180487117,-0.076861173,-0.134907602,1.000007512,0.999968087,6.10E-06,0.98848095,3.767091055
1,4,1,2.918,4.522,1,3.105,-1.244873295,-32.26481691,15,-0.096876346,223.3180784,0.001255923,0.003213904,1.014543491,0.942461529,0.011327972,4.430776246,9.008849543,-1.194408353,1.2424549,4,-0.004053769,-1,-1,-1,1,0.999594365,0.000101439,0.398729187,0.434815944,-1.353702011,87.40455394,5,-0.002159568,-128.1537269,-0.004612017,-0.003220704,1.000373442,0.99925092,9.40E-05,4.87496402,1.538812711,-1.130875674,1.628857908,2,-0.00432322,-193.0569453,-0.001601052,-0.003590233,1.000090056,0.999594946,7.88E-05,0.353005782,0.413814771,-1.224108515,32.340157,1,1.49E-09,-54.27362872,-0.004480944,-0.014069135,1,1,2.04E-17,0.869863412,5.25E-07,-1.391334678,3.991037575,10,-0.001274443,-2.173120015,-0.25864957,-0.334902055,1.000000092,0.999999606,7.55E-08,0.562326019,6.174202598
2,4,3,1,4.62,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.327341585,4.753196745,12,0.001161543,-4.525266729,-0.082908669,-0.161961457,1.000000007,0.999999957,8.84E-09,1.009434269,7.997996774
3,4,3,3.558,4.57,3.293,3.219,-0.968555531,-42.90080414,6,-9.94E-05,772.7152494,-0.002853257,0.004171213,1.000001661,0.999994758,8.95E-07,1.135541015,0.127153982,-1.262042474,0.44779871,1,-3.79E-13,-1,-1.000000002,-1,1,1,4.02E-23,0.118938251,4.38E-10,-0.425841104,67.72618165,3,-0.124363734,-54.69867987,-0.009697894,-0.008752288,1.006641645,0.977119683,0.004148498,9.825036827,10.85219803,,,,,,,,,,,,,,,,,,,,,,,,,-0.627701006,4.037812386,11,-0.00210735,-2.26354784,-0.23604946,-0.325435116,1.000000782,0.999996672,6.36E-07,0.283797943,4.833390861
4,4,3,3.974,4.039,3.499,3.501,-0.349184052,-22.6420158,6,0.006658284,-156.2654353,-0.001743152,-0.004672454,1.000091979,0.999622713,7.14E-05,2.616336633,1.082306501,-1.142674646,2.717406571,1,-0.002970938,-1,-1,-1,1.000000001,0.998302901,0.000424815,0.473106348,1.19106024,-1.021590368,68.66257273,2,-0.071916256,-73.50376651,-0.005420371,-0.008273454,1.039937218,0.88882017,0.020035736,4.375025509,12.38641832,-1.173911752,3.47927385,2,-0.003751871,-177.4686655,-0.000552775,-0.005087632,1.000453432,0.998233517,0.000328787,0.580944111,1.67994443,-0.802016354,31.94336796,0,0.003611993,-151.0648585,-0.003033063,-0.003608427,1.00002553,0.99991896,1.39E-05,0.916852951,0.273580553,,,,,,,,,,,,
5,4,2,3.291,4.658,3.215,3.501,-1.374276574,-38.30018438,15,0.001530957,-648.4288705,-0.001499097,-4.32E-05,1.000002848,0.999992928,1.06E-06,14.79674221,1.050496335,-1.184658675,1.496840645,4,-0.003347722,-1,-1,-1,1,0.99983984,4.00E-05,0.414828084,0.552263277,-1.241435871,66.91948557,8,-0.083893836,-62.60129151,-0.007357901,-0.008743855,1.00386297,0.98605816,0.002552546,2.748509054,7.476740829,-1.310138132,3.912337354,2,-0.010210606,-203.4679003,-0.001703713,-0.003222019,1.000219988,0.999403726,9.41E-05,0.493569065,0.975536603,-1.316357343,31.51483384,0,0.001240619,-154.9375898,-0.002914116,-0.003560781,1.000001802,0.999994279,9.80E-07,0.461723854,0.091231871,,,,,,,,,,,,
6,4,1,3.782,3.974,3.288,3.309,-1.352921272,-32.3331468,13,-0.002047572,-55.91241695,-0.011035543,-0.007002748,1.000012635,0.999960963,6.60E-06,8.960207786,1.737508928,-0.974035822,2.875744866,0,-0.020009341,-1,-1,-1,1.000000012,0.992305803,0.001934711,1.124713199,1.527929137,-1.334687964,80.97000927,4,-0.001047638,-136.293273,-0.00454552,-0.002817115,1.000121374,0.999783851,2.37E-05,4.59579721,0.82373488,-1.166528877,4.325318956,0,-0.014225177,-194.3715614,-0.001725712,-0.003430884,1.004351954,0.985892237,0.002472468,1.472900843,1.067875163,-1.031957352,32.13216747,5,1.95E-12,-185.8412612,-0.002057008,-0.003337623,1,1,1.14E-23,0.165306541,2.64E-10,-1.576135165,4.806946943,10,-0.003527608,-2.255848707,-0.239758409,-0.32473629,1.000000769,0.999996723,6.27E-07,0.834172565,4.897305446
7,4,3,2.621,4.3,2.986,2.996,-1.325382396,-37.79958907,13,-0.008313408,-54.12401644,-0.006829594,-0.011806266,1.000098688,0.999701407,5.00E-05,3.530754837,2.705026724,-0.765200963,0.507541806,1,-0.001782415,-1,-1,-1,1,0.999929371,1.77E-05,0.197105884,0.147736137,-1.198184493,81.49184568,8,-0.093978254,-58.17201305,-0.008251584,-0.009087497,1.004124713,0.987288349,0.0021739,2.773966503,7.534764047,-1.355059733,2.916268926,1,-0.013437037,-200.4352433,-0.001492186,-0.003507398,1.000923541,0.997461879,0.000404722,0.577246555,1.210003214,-0.926932464,34.03233905,0,0.001706817,-156.4196197,-0.002861692,-0.00355163,1.000004691,0.999985098,2.55E-06,0.26509821,0.125161992,-1.544953201,4.628937972,13,-0.00916302,-2.180922768,-0.259760392,-0.331497847,1.000001148,0.99999512,9.33E-07,1.04789735,7.786444346
8,4,1,2.513,4.574,1,2.894,2.580949164,-39.94742345,17,-0.008280722,-122.7624306,-0.006520294,-0.00164691,1.000340716,0.998618256,0.000260578,5.736429506,7.698192294,4.867967523,10.61607982,3,-0.003372698,-1,-1,-1,1,0.999663737,8.41E-05,0.325883098,1.308968152,1.152848257,90.13240542,7,-0.023417287,2890.585806,0.003184492,-0.002820574,1.000026777,0.999364466,0.000152263,2.150158626,5.949209259,-1.123509567,4.177036594,3,-0.015266689,-170.2982788,-0.002058817,-0.003828953,1.001276538,0.994597603,0.0010364,0.874763944,2.393715202,-0.803455919,32.23393724,1,-8.99E-09,-42.52351015,-0.012242996,-0.011552966,1,1,2.21E-15,0.981792651,1.74E-06,-1.472208646,4.13036161,10,-0.002971325,-5.032135897,-0.081167523,-0.137685603,1.00000787,0.999966406,6.43E-06,0.921469079,8.313611439
9,4,2,2.718,4.398,2.95,3.219,-1.074677217,-35.24666621,1,2.38E-14,25.00960325,0.020711499,0.01849184,1,1,2.47E-26,4.223003351,1.43E-10,-1.413954449,1.140861656,0,-0.00699839,-1,-1,-1,1.000000001,0.999090195,0.000227606,0.575607694,0.530072466,-1.1846238,72.76835107,5,-0.000133443,-450.3751006,-0.003291478,0.001078196,1.000253465,0.999711357,8.81E-06,3.03754935,0.582448315,-1.161501876,0.941876653,0,-0.001979333,-210.0749297,-0.001462438,-0.00330742,1.000020294,0.999927139,1.31E-05,0.199434944,0.158147166,-1.033582125,32.67296925,1,-0.000413403,-44.4987537,-0.011235377,-0.011492506,1.000000141,0.999999549,7.76E-08,0.365722497,0.055254233,,,,,,,,,,,,
10,4,3,3.59,4.141,2.905,3.047,-1.027704705,-43.55843527,184,-2.20E-33,-45.12532451,-0.016768203,-0.005577271,1,1,4.38E-34,5.566557201,0,-0.687550176,0.115297733,0,-0.000418963,-1,-1,-1,1,0.999995876,1.03E-06,0.039445858,0.033130349,-1.343948202,77.63260687,13,-0.143134534,-62.7428073,-0.007176437,-0.008888199,1.011660373,0.961675845,0.006917546,3.722978542,9.029059582,-1.137864907,1.921291409,5,-0.008676431,-190.9011908,-0.001428159,-0.003821039,1.000196205,0.998867859,0.000234204,0.301239762,1.35159242,-1.068616622,31.43960181,0,0.00193909,-156.4656535,-0.002862496,-0.003548936,1.000006138,0.999980492,3.34E-06,0.768665895,0.140716834,-1.398020084,3.691623238,14,0.00019405,-5.303091345,-0.069586781,-0.1361436,1.000000454,0.999998065,3.70E-07,0.5935774,6.242640325
11,4,1,2.689,4.543,2.837,2.946,-1.284893253,-46.95356691,281,1.93E-18,-1905.451926,-0.001926812,0.001407425,1,1,3.81E-34,6.51249609,2.30E-11,-1.193229247,8.153372081,5,0.023877534,-1.001186394,-0.372867935,-0.998814177,1.000000008,0.994341042,0.001420768,1.932359527,4.164200221,-1.050257446,81.1133193,10,0.050530975,-159.6426023,-0.003054123,-0.003229534,1.001592605,0.994387423,0.001010278,3.058705,11.44239076,-1.349837853,1.624657072,4,-0.000482582,-1586.081863,0.003282627,-0.003887597,1.000031485,0.999840977,3.19E-05,0.319305779,0.680928468,-1.041656809,32.18559256,0,0.001018828,-163.5691082,-0.002673321,-0.003458739,1.000005395,0.999982919,2.92E-06,0.782762286,0.075904931,,,,,,,,,,,,
